year,title,company_name,language,event_type,performance_start_date,performance_end_date,venue_block_number,venue_street_name,venue_floor_number,venue_unit_number,venue_building_name,synopsis,rating_decision,consumer_advice
2018,DF ACADEMY CONCERTS 2018,DF ACADEMY PTE. LTD.,ENGLISH,Dance,27/10/18,9/12/2018,3615,JALAN BUKIT MERAH,na,na,GATEWAY THEATRE,Dance concert featuring performances by students of DF Academy.,General,na
2018,CELEBRATING CHRISTMAS WITH HOPE,SYLVIA ANNE MCCULLY,ENGLISH,Dance,21/12/18,22/12/18,1,STADIUM WALK,na,na,KALLANG THEATRE,"A concert featuring classical and contemporary dance performances, with the aim of raising mental health awareness.",General,na
2018,THE MAGIC GLOBE,AQ DANCE PTE. LTD.,ENGLISH,Dance,30/11/18,30/11/18,50,KENT RIDGE CRESCENT,na,na,na,Dance performance by students of AQ Dance School which is themed around the different types of world dances.,General,na
2018,DOUBLE BILL: THE HOUSE WORKS IN PROGRESS & THE RITES PROJECT,FLAMENCO SIN FRONTERAS LTD.,OTHERS,Dance,23/11/18,24/11/18,90,GOODMAN ROAD,na,na,GOODMAN ARTS CENTRE,An indoor contemporary flamenco double bill performance.,General,na
2018,TRDO COLOSSEUM SHOWCASE,TRDO LTD.,ENGLISH,Dance,30/11/18,30/11/18,3615,JALAN BUKIT MERAH,na,na,GATEWAY THEATRE,"Contemporary dance showcase by dancers from TRDO's mentorship programme as well as 4 US-based guest performers - Theresa Stone, Sabrina Philip, Audrey Case and Will Thomas.",General,na
2018,FLORA GODDESS,SC CULTURAL & EDUCATIONAL PTE. LTD.,CHINESE,Dance,8/2/2019,9/2/2019,1,ESPLANADE DRIVE,na,na,ESPLANADE - THEATRES ON THE BAY,"""Flora Goddess"" is an indoor contemporary dance performance from China.",General,na
2018,CO-EXIST:STARSTRUCK,LEGACY DANCE CO. PTE. LTD.,ENGLISH,Dance,11/11/2018,11/11/2018,na,na,na,na,na,An indoor dance-drama performance about 3 friends who struggle to find their place in a dystopian world where social ranking affects daily life.,General,na
2018,U THEREFORE ME,RIANASYITAAH JUNIARDI SAMAN,ENGLISH,Dance,24/11/18,24/11/18,28,ALIWAL STREET,na,na,na,"An indoor contemporary urban dance event, including local dance crews Empire, Ladybird and Jem, Team Yomo, Limited Edition and Scrach Marcs.",General,na
2018,LION DANCE 2019,MARINA BAY SANDS PTE. LTD.,CHINESE,Dance,8/2/2019,8/2/2019,na,BAYFRONT AVENUE,na,na,MARINA BAY SANDS,Indoor dance performance with 8 lions and 1 dragon.,General,na
2018,DANCE DYNAMICS CULTURAL DANCE SHOWCASE 2018,DANCE DYNAMICS,CHINESE,Dance,29/12/18,29/12/18,1,STRAITS BOULEVARD,9,na,SINGAPORE CHINESE CULTURAL CENTRE,"An indoor performance featuring ballet, Chinese dance and contemporary dance performances.",General,na
2018,ASIA SQUARE CHRISTMAS SPECTACULAR,WELLFULLNESS PTE. LTD.,ENGLISH,Dance,6/12/2018,6/12/2018,8,MARINA VIEW,na,na,ASIA SQUARE TOWER 1,A Christmas-themed dance performance event.,General,na
2018,REVELATION CHAPTER 2,JUMP PRODUCTIONS,ENGLISH,Dance,29/12/18,30/12/18,3615,JALAN BUKIT MERAH,na,na,GATEWAY THEATRE,"“Revelation Chapter 2” is an indoor dance production showcasing hip hop, contemporary and lyrical dance performances.",General,na
2018,DUNHUANG DREAM,SC CULTURAL & EDUCATIONAL PTE. LTD.,CHINESE,Dance,28/01/19,29/01/19,1,ESPLANADE DRIVE,na,na,ESPLANADE - THEATRES ON THE BAY,“Dunhuang Dream” is an indoor contemporary ballet dance performance from China.,Advisory,Some Mature Content
2018,ART FROM THE STREETS,MARINA BAY SANDS PTE. LTD.,ENGLISH,Exhibition,11/1/2018,3/6/2018,10,BAYFRONT AVENUE,na,na,MARINA BAY SANDS,"Art from the Streets is a major retrospective exhibition of street art by Magda Danysz (France), one of the world’s foremost experts in street art. Drawing on her 25 years of experience working within the genre, this exhibition will include over 70 artworks shown alongside a rich combination of archives, photographs, and video interviews. The exhibition will cover the history and development of this artistic movement from the 1970s till today and includes works from internationally recognized artists – such as Banksy, Seen, Quik, Futura, Shepard Fairey (also known as OBEY), Space Invader, Ludo, and Vhils - who have shaped the genre and changed the complexion of urban environments internationally. In total, more than 50 international and local artists will be featured in this exhibition, showcasing diverse techniques and technologies and how new technologies have created new expressive possibilities for them. An extensive range of media will be on show from aerosol bombs, stencils, video games, collages, video projection to large-format-printing.",Advisory,Some Mature Content
2018,ALL IN HER DAY'S WORK,THE NECESSARY STAGE LTD,ENGLISH,Exhibition,17/01/18,28/01/18,2,ORCHARD TURN,4,na,ION ORCHARD,"""All In Her Day's Work"" is a photographic series exhibition by Singaporean-Chinese Charmaine Poh, presented as part of the M1 Fringe Festival 2018.",General,na
2018,SINGAPORE INTERNATIONAL FESTIVAL OF THE ARTS (SIFA) 2018 - ALREADY ELSE-WHERE,ARTS HOUSE LTD.,ENGLISH,Exhibition,26/04/18,12/5/2018,1,OLD PARLIAMENT LANE,na,na,THE ARTS HOUSE AT THE OLD PARLIAMENT,An indoor light exhibition by Geoff Cobham.,General,na
2018,OH! EMERALD HILL,OH OPEN HOUSE LIMITED,ENGLISH,Exhibition,3/3/2018,31/03/18,na,na,na,na,na,"“Oh! Emerald Hill” is an event featuring art installations such as sculptures and photography, as well as performance art, at various venues across Emerald Hill, including residential homes, and private and public spaces. There will also be a scripted performance taking place along Orchard Road.",Advisory 16,Some Mature Content
2018,OUT OF PRINT,SING LIT STATION LIMITED,ENGLISH,Exhibition,27/02/18,19/03/18,1,OLD PARLIAMENT LANE,na,na,THE ARTS HOUSE AT THE OLD PARLIAMENT,An indoor exhibition of re-designed covers of out-of-print books.,General,na
2018,NYANYI SUNYI (SONGS OF SOLITUDE),SYAHEEDAH ISKANDAR,ENGLISH,Exhibition,4/2/2018,25/02/18,na,na,na,na,na,"""Nyani Sunyi (Songs of Solitude)"" is an exhibition, featuring the artworks of various mediums by six young Singaporean artists, presenting themes of memory, identity, history, language and biographies.",General,na
2018,THE CONCERNED CITIZENS SHOWCASE,THE SUBSTATION LTD,ENGLISH,Exhibition,11/4/2018,22/04/18,45,ARMENIAN STREET,na,na,na,“The Concerned Citizens Showcase” is an exhibition featuring 10 installations created under the Substation’s 6-month mentorship programme for those aged 18 to 30 years old. The programme encouraged these participants to look into issues of city life and think of ways to positively impact civic living in Singapore.,Advisory,Some Mature Content
2018,SKY KAVE,ARTS HOUSE LTD.,ENGLISH,Exhibition,8/5/2018,12/5/2018,1,OLD PARLIAMENT LANE,na,na,THE ARTS HOUSE AT THE OLD PARLIAMENT,"A multimedia show featuring music, film and projections for audiences, including those with various sensory disabilities.",General,na
2018,"THE ROOM THAT GREW BUOYANT,LITTLE BY LITTLE",THE FINGER PLAYERS LTD,ENGLISH,Exhibition,15/03/18,18/03/18,42,WATERLOO STREET,na,na,na,"""The Room That Grew Buoyant, Little By Little"" is an indoor spatial installation exhibition where audiences can experience different sounds, lighting and visuals in various rooms.",General,na
2018,ARTSCIENCE IN FOCUS: MESHMINDS 1.0,MARINA BAY SANDS PTE. LTD.,ENGLISH,Exhibition,25/01/18,2/2/2018,10,BAYFRONT AVENUE,na,na,MARINA BAY SANDS,An indoor exhibition featuring new media such as VR technology.,General,na
2018,SINGAPORE INTERNATIONAL FESTIVAL OF ARTS (SIFA) - THE LAPSE PROJECT,ARTS HOUSE LTD.,ENGLISH,Exhibition,26/04/18,12/5/2018,1,OLD PARLIAMENT LANE,na,na,THE ARTS HOUSE AT THE OLD PARLIAMENT,An indoor multi-sensory digital exhibition.,General,na
2018,THE PAINTING SPEAKS: PAINTINGS BY TONG CHIN SYE AND POEMS BY TAN CHEE LAY,ARTCOMMUNE GALLERY PTE. LTD.,OTHERS,Exhibition,4/4/2018,15/04/18,1,OLD PARLIAMENT LANE,na,na,THE ARTS HOUSE AT THE OLD PARLIAMENT,“The Painting Speaks: Paintings by Tong Chin Sye and Poems by Tan Chee Lay” is a painting exhibition that features 23 paintings with accompanying poems in Chinese and English. Two other artwork images will not have any accompanying poems. The exhibition also features two sessions of unscripted poetry recitals.,General,na
2018,TEXTURES: IN THE MOOD FOR WORDS,WORLD SCIENTIFIC PUBLISHING CO PTE LTD,CHINESE,Exhibition,11/3/2018,11/3/2018,na,OLD PARLIAMENT LANE,na,na,THE ARTS HOUSE AT THE OLD PARLIAMENT,"""Textures: In the Mood for Words"" is a two-part performance-cum-installation art by local artist, Neo Hai Bin. It features his collection of prose, written over the past ten years, on his reflections in his daily life.",General,na
2018,YVES GELLIE'S EXHIBITION,ALLIANCE FRANCAISE DE SINGAPOUR,ENGLISH,Exhibition,14/04/18,26/05/18,1,SARKIES ROAD,na,na,na,"""Yves Gellie's Exhibition"" features 12 photographs accompanied by three chunks of wall texts that revolve around the theme of the intersection of technology and humans. A 13-minute video featuring a hospitalised boy leveraging on technology will also be aired in a small room.",General,na
2018,INSTINCTIVE 2.1: (IN)SIGNIFICANT,YEO SHIH YUN,ENGLISH,Exhibition,26/04/18,29/04/18,155,MIDDLE ROAD,na,na,OBJECTIFS,"An indoor event showcasing a Singapore-based artist collective that consists of artist-members from Singapore, Taiwan, France, Brazil, Spain, Mexico, New Zealand and the USA.",General,na
2018,AUGURIES OF MODERN INNOCENCE,MARC DANIEL NAIR,ENGLISH,Exhibition,9/3/2018,1/4/2018,na,OLD PARLIAMENT LANE,2,na,THE ARTS HOUSE AT THE OLD PARLIAMENT,"An indoor exhibition featuring artworks based on Marc Nair's poem, ""Auguries of Modern Innocence"", which encapsulates the poet's reflections on the troubles facing the world today, such as war and environmental degradation, with various auguries presented as signs of a possible apocalyptic future.",Advisory 16,Some Mature Content
2018,WIND WALKERS: THEO JANSEN’S STRANDBEESTS,MARINA BAY SANDS PTE. LTD.,ENGLISH,Exhibition,23/06/18,30/09/18,10,BAYFRONT AVENUE,na,na,MARINA BAY SANDS,An indoor exhibition featuring the works of Theo Jansen from Holland.,General,na
2018,PEOPLE'S STUDIO,NEIGHBORHOOD PRIVATE LIMITED,ENGLISH,Exhibition,6/3/2018,30/03/18,na,YISHUN STREET 81,na,na,KHATIB CENTRAL,Outdoor event featuring art works by emerging artists and designers.,General,na
2018,SINGAPORE FESTIVAL OF ARTS - FOUR DECADES,ARTS HOUSE LTD.,ENGLISH,Exhibition,26/04/18,12/5/2018,1,OLD PARLIAMENT LANE,na,na,THE ARTS HOUSE AT THE OLD PARLIAMENT,An indoor retrospective exhibition tracing the history and development of the Singapore International Arts Festival.,General,na
2018,A WALKED LINE CAN NEVER BE ERASED,THE NECESSARY STAGE LTD,ENGLISH,Exhibition,10/5/2018,27/05/18,155,MIDDLE ROAD,1,na,na,"An indoor exhibition featuring the works of 11 artists as a documentation of the artists' responses to Amanda Heng's art performance ""Let's Walk"".",General,na
2018,OBJECTIF SPORT,ALLIANCE FRANCAISE DE SINGAPOUR,ENGLISH,Exhibition,7/6/2018,28/07/18,1,SARKIES ROAD,na,na,na,An indoor photo exhibition featuring prize winners of Alliance Francaise's international photo contest.,General,na
2018,VESAK DAY CELEBRATION,DHAMMAKAYA CENTRE (SINGAPORE),ENGLISH,Exhibition,27/05/18,29/05/18,na,na,na,na,na,An outdoor exhibition celebrating the journey of Buddha as part of Vesak Day celebrations.,General,na
2018,MARVEL STUDIOS : 10 YEARS OF HEROES EXHIBITION,SPACELOGIC PTE. LTD.,ENGLISH,Exhibition,9/6/2018,30/09/18,6,BAYFRONT AVENUE,na,na,MARINA BAY SANDS,An indoor interactive multimedia exhibition showcasing Marvel Studios superheroes.,General,na
2018,THE BEST OF YOU,[KLOO] PTE. LTD.,ENGLISH,Exhibition,3/12/2018,16/12/18,11,BEDOK NORTH STREET 1,na,na,HEARTBEAT @ BEDOK,“The Best of You” is an indoor exhibition that pays tribute to people’s accomplishments and experiences from all ages and walks of life.,General,na
2018,THE BEST OF YOU EXHIBITION,[KLOO] PTE. LTD.,ENGLISH,Exhibition,1/8/2018,12/8/2018,na,SENGKANG SQUARE,4,19,COMPASS ONE,"Started in 2014, “The Best of You” is a social movement that pays tribute to people’s accomplishments and experiences from all ages and walks of life. It is a roving exhibition in Singapore and Malaysia that “aims to create a positive change to the community we are living in” and is a non-profit initiative by Julie’s, a biscuit manufacturer. The exhibition includes written stories, photos, videos, artworks and free workshops.",Advisory,Some Mature Content
2018,THE BEST OF YOU,[KLOO] PTE. LTD.,ENGLISH,Exhibition,8/9/2018,14/09/18,5,LOWER KENT RIDGE RD,na,na,NATIONAL UNIVERSITY HOSPITAL,"Started in 2014, “The Best of You” is a social movement that pays tribute to people’s accomplishments and experiences from all ages and walks of life.",General,na
2018,TEMPORARY STATES,ARTS HOUSE LTD.,ENGLISH,Exhibition,3/8/2018,26/08/18,1,OLD PARLIAMENT LANE,na,na,THE ARTS HOUSE AT THE OLD PARLIAMENT,"""Temporary States"" is a photography exhibition featuring works by local artist, Wong Jing Wei, that reflect the fast-changing Singaporean landscape. The photographs will displayed alongside texts by writer Jason Wee.",General,na
2018,PSG PHOTO EXHIBITION,ALLIANCE FRANCAISE DE SINGAPOUR,ENGLISH,Exhibition,20/07/18,29/07/18,1,SARKIES ROAD,na,na,na,"An indoor photo exhibition featuring photographs taken by Pauline Rousseau, Aldo Paredes and Romain Bergeot, artists who followed the Paris Saint-Germain football matches.",General,na
2018,46 WAYS GRADUATION SHOW,TENG JUN KAI,ENGLISH,Exhibition,29/06/18,1/7/2018,45,ARMENIAN STREET,1,na,na,A Graduation Show that showcases the design processes and products by SIM/RMIT students.,General,na
2018,THE MOUNTAIN SURVEY BY MARVIN TAN,ALLIANCE FRANCAISE DE SINGAPOUR,ENGLISH,Exhibition,2/8/2018,8/9/2018,1,SARKIES ROAD,na,na,na,"A photo exhibition featuring 20 images and 2 sculptural objects, by Singaporean artist Marvin Tang which shows how the hilly landscapes in Singapore have transformed over the years.",General,na
2018,LOVE BEFORE I MET YOU - PHOTOGRAPHY EXHIBITION,ZHANG XIAN,ENGLISH,Exhibition,14/07/18,17/07/18,1,OLD PARLIAMENT LANE,na,na,THE ARTS HOUSE AT THE OLD PARLIAMENT,"A photograph exhibition by female photographer, Ada Zhang. Since 2014, the artist had started taking photographs of pregnant women. Hence, she hopes to raise public awareness of the difficulties experienced by women as they go through their pregnancies.",General,na
2018,SINGAPORE CALENDAR: GHOST FESTIVAL,OH OPEN HOUSE LIMITED,ENGLISH,Exhibition,17/11/18,2/12/2018,42,CAMBRIDGE ROAD,7,7,na,This event is an indoor exhibition which explores how people can use technology to remember their loved ones who have passed on.,General,na
2018,"EN BLOC, OR BUILDINGS MUST DIE",THE SUBSTATION LTD,ENGLISH,Exhibition,21/08/18,23/09/18,45,ARMENIAN STREET,na,na,na,An indoor multi-disciplinary exhibition about conservation.,General,na
2018,DISORDER BY CORINNE MARIAUD,ALLIANCE FRANCAISE DE SINGAPOUR,ENGLISH,Exhibition,19/09/18,20/10/18,1,SARKIES ROAD,na,na,na,An indoor photography exhibition by Corinne Mariaud.,General,na
2018,LAURA LETINSKY,ART PHOTOGRAPHY CENTRE LTD.,ENGLISH,Exhibition,14/09/18,17/10/18,1,OLD PARLIAMENT LANE,na,na,THE ARTS HOUSE AT THE OLD PARLIAMENT,Photo exhibition by Laura Letinsky that is premised on the relationship between photography and reality.,General,na
2018,ENTITY OF SPATIAL EXISTENCE,ART PHOTOGRAPHY CENTRE LTD.,ENGLISH,Exhibition,8/9/2018,28/10/18,47,MALAN ROAD,na,na,GILLMAN BARRACKS,"Photo exhibition titled ""Entity of Spatial Existence"" that explores the new meaning of space through photography and moving images.",General,na
2018,SINGAPORE,ART PHOTOGRAPHY CENTRE LTD.,ENGLISH,Exhibition,8/9/2018,28/10/18,9,LOCK ROAD,2,21,GILLMAN BARRACKS,"An indoor photo exhibition that examines themes of longing, confusion and regret in daily Singaporean life.",General,na
2018,BETWEEN LOVE AND DEATH: DIARY OF NOBUYOSHI ARAKI,ART PHOTOGRAPHY CENTRE LTD.,ENGLISH,Exhibition,6/9/2018,9/12/2018,120A,PRINSEP STREET,na,na,na,"“Between Love and Death: Diary of Nobuyoshi Araki” is a photography exhibition featuring works by Japanese artist, Nobuyoshi Araki. The main focus of the exhibition is on the artist’s wife, Yoko, who was the most important subject of his artworks since their meeting in 1968 until her death in 1990.",Advisory 16,Some Nudity
2018,STEIDL BOOK AWARD: 8 BOOKS FROM ASIA,ART PHOTOGRAPHY CENTRE LTD.,ENGLISH,Exhibition,6/9/2018,30/09/18,111,MIDDLE ROAD,na,na,NATIONAL DESIGN CENTRE,"For years, renowned German publisher Gerhard Steidl has championed the artistry behind book making and printing. In 2016, and in support of the emerging photographic scene in Singapore and the region, photographers and artists based in Asia were invited to send in their self-published photo books for a chance to exhibit alongside the Steidl DECK: 1001 Steidl Books exhibition and to meet with the publisher. On the occasion of the exhibition, artists from all across Asia were invited to submit book dummies for a new completion, the Steidl Books Award Asia. From the many books, Gerhard Steidl finally chose eight. The award winners then travelled to Gottingen to make their books, with their books being published in a box with the title “8 Books for Asia”.",Advisory 16,Some Mature Content and Nudity
2018,CHILD'S PLAY AND OTHER STORIES,ART PHOTOGRAPHY CENTRE LTD.,ENGLISH,Exhibition,5/9/2018,17/10/18,1,OLD PARLIAMENT LANE,na,na,THE ARTS HOUSE AT THE OLD PARLIAMENT,Exhibition by British photographer Mark Neville which redefines social documentary through direct and immersive collaboration with communities.,General,na
2018,ALL POSSIBLE PATHS: RICHARD FEYNMAN’S CURIOUS LIFE,MARINA BAY SANDS PTE. LTD.,ENGLISH,Exhibition,20/10/18,3/3/2019,10,BAYFRONT AVENUE,na,na,MARINA BAY SANDS,"Exhibition featuring the life and works of the late American theoretical physicist, Richard Feynman (1918-1988), who was a Noble Prize winner.",General,na
2018,NOMAD: OUTSIDE IN,ART PHOTOGRAPHY CENTRE LTD.,ENGLISH,Exhibition,26/09/18,17/10/18,1,OLD PARLIAMENT LANE,na,na,THE ARTS HOUSE AT THE OLD PARLIAMENT,"Following a residency programme in Yunnan, China in 2017, three Singaporean photographers, Caleb Ming, Kevin Fee and Ernest Goh will be exhibiting their works, which range from the urbanscape to the cultures and traditions of the ethnic minorities.",General,na
2018,INCOGNITO: THE EYE IN SEARCH,ART PHOTOGRAPHY CENTRE LTD.,ENGLISH,Exhibition,28/09/18,28/10/18,4,NASSIM ROAD,na,na,na,"Photography exhibition featuring works by three Japanese women photographers: Rinko Kawauchi, Tomoko Swada and Yuki Onodera. The works are reflective of the artists at various stages of their creative journeys.",General,na
2018,MINIMALISM: SPACE. LIGHT. OBJECT,MARINA BAY SANDS PTE. LTD.,ENGLISH,Exhibition,16/11/18,14/04/19,10,BAYFRONT AVENUE,na,na,MARINA BAY SANDS,"Exhibition featuring sculptural pieces, interactive installations, photographs, a sound room, as well as videos which are themed around the concept of Minimalism.",Advisory 16,Some Nudity
2018,"IN OTHER IMAGE, WHEN WORDS FAIL",ART PHOTOGRAPHY CENTRE LTD.,ENGLISH,Exhibition,5/10/2018,30/10/18,na,VICTORIA STREET,na,na,NATIONAL LIBRARY BUILDING,"“In Other Image, When Words Fail” is this year’s title for the Portfolio Open Call programme of the SIPF 2018. The works of 31 photographers from 20 countries will be showcased this year and will be displayed on the walls of metal shipping containers.",Advisory,Some Mature Content
2018,"SINGAPORE GIRL, OR HERITAGE DEPLOYED",THE SUBSTATION LTD,ENGLISH,Exhibition,6/10/2018,4/11/2018,45,ARMENIAN STREET,na,na,na,"An interactive indoor exhibition that explores and analyses the making and history of the iconic ""Singapore Girl"".",General,na
2018,THIS IS WHERE,THE NECESSARY STAGE LTD,ENGLISH,Exhibition,26/12/18,29/01/19,na,na,na,na,na,"""This is Where"" is an outdoor poster exhibition at selected bus stop shelters in Singapore. The exhibition focuses on the migrant workers who are working in Singapore.",General,na
